,id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
98177,98178,EV,5270,ATL,PHF,1,1007,93,0
60085,60086,MQ,3653,MIA,SDF,6,705,155,1
175444,175445,OO,6329,SFO,ACV,6,420,87,0
137605,137606,OO,6451,LAX,SMX,3,1313,55,0
339738,339739,MQ,4172,JFK,CLE,1,895,115,1
250792,250793,FL,301,ATL,DEN,3,870,215,1
114007,114008,DL,1883,SLC,LAS,2,920,85,0
223183,223184,9E,3774,DTW,SWF,1,1310,100,1
357511,357512,CO,57,EWR,MCO,2,870,175,1
146958,146959,UA,138,DEN,LGA,4,800,219,0
346894,346895,FL,793,ATL,STL,1,1345,102,0
336392,336393,AA,1178,SLC,ORD,1,720,195,1
233428,233429,AA,1853,DFW,COS,2,870,115,0
487266,487267,9E,3755,SWF,DTW,3,360,120,0
166134,166135,AS,890,OGG,SAN,5,860,312,1
119605,119606,FL,1468,MCO,MDW,2,1248,165,0
451122,451123,AA,1182,LAX,AUS,1,390,175,0
367288,367289,AA,1041,BOS,ORD,3,425,190,1
339840,339841,F9,261,SNA,DEN,1,900,136,1
424498,424499,WN,401,MDW,BWI,6,780,110,1
306254,306255,B6,439,BOS,MCO,6,960,192,0
369040,369041,AA,1937,BOS,SJU,3,515,240,0
49337,49338,DL,1882,SLC,DTW,5,1041,213,0
281539,281540,US,1507,CLT,PHX,5,577,279,0
15611,15612,UA,798,LAX,SFO,3,1167,87,0
274599,274600,WN,2617,DEN,SAT,4,1170,130,1
325619,325620,AA,594,SJU,BWI,7,1120,235,0
513359,513360,OO,6455,YUM,LAX,4,727,80,1
459348,459349,AA,804,DFW,IND,1,810,125,0
32905,32906,XE,2481,IAH,CRP,4,1130,59,0
167808,167809,WN,1956,MSY,HOU,5,945,75,1
518410,518411,WN,3050,LAS,BUF,4,995,260,1
346637,346638,EV,5545,ATL,GNV,1,1305,73,0
35188,35189,UA,509,DEN,SEA,4,1299,183,0
309346,309347,UA,407,DEN,SEA,6,1150,182,0
195489,195490,UA,424,IAD,BOS,7,741,98,0
92729,92730,9E,3887,DTW,BUF,1,720,74,1
499085,499086,DL,1722,DTW,BOS,3,951,117,0
103944,103945,OO,6512,PSP,LAX,2,377,47,1
89316,89317,UA,759,ORD,SFO,1,540,290,1
249032,249033,EV,5112,DCA,BOS,3,775,92,1
475384,475385,MQ,3649,MIA,CVG,2,680,160,0
132100,132101,FL,14,SJU,MCO,3,964,195,0
327693,327694,AA,2483,DFW,LAX,7,1245,200,1
10399,10400,UA,181,BOS,SFO,3,889,408,1
424544,424545,OO,4476,GJT,SLC,6,785,63,0
353002,353003,UA,104,SFO,IAH,2,631,236,1
455963,455964,WN,186,LAS,DEN,1,630,110,0
63268,63269,DL,1127,ATL,PBI,6,900,111,1
134223,134224,UA,753,DEN,LGA,3,1072,217,0
448224,448225,WN,121,TPA,MSY,7,1200,100,0
222073,222074,FL,90,RDU,ATL,1,1199,87,1
495946,495947,OO,6911,ORD,MSN,3,786,47,0
372658,372659,OO,6304,DEN,ASE,3,697,45,0
119278,119279,WN,218,LAS,SEA,2,1215,165,1
370457,370458,YV,2766,BUR,PHX,3,585,88,0
478238,478239,YV,7280,ORF,ORD,2,829,141,0
239922,239923,EV,5480,ATL,LYH,2,1237,81,1
208455,208456,WN,3836,DTW,MDW,1,480,75,1
160474,160475,CO,360,EWR,SAT,5,565,280,0
44754,44755,OH,6567,CLE,DTW,5,802,58,0
124203,124204,AA,616,DFW,DTW,3,535,150,0
184697,184698,OO,6249,ORD,FWA,6,972,51,0
29408,29409,WN,1956,MSY,HOU,4,945,75,0
488413,488414,WN,1392,ABQ,MDW,3,400,165,1
261870,261871,WN,933,BDL,BWI,4,510,75,0
34614,34615,AA,371,LGA,ORD,4,1235,150,0
475162,475163,AA,459,DCA,DFW,2,670,215,0
40487,40488,XE,2580,MKE,EWR,5,580,127,1
435518,435519,UA,227,OMA,DEN,7,525,112,0
531484,531485,CO,32,MSY,IAH,5,739,74,1
239672,239673,US,894,CLT,ATL,2,1215,80,1
93477,93478,WN,1141,LIT,BWI,1,755,130,1
268890,268891,MQ,3738,ORD,EWR,4,875,144,1
379160,379161,AA,1028,DEN,DFW,3,1040,120,1
478999,479000,MQ,3765,DEN,ORD,2,870,150,0
396112,396113,UA,252,DEN,DFW,4,956,119,0
390250,390251,US,365,PHX,SMF,4,650,123,1
119114,119115,WN,947,SFO,PHX,2,1200,110,0
28344,28345,FL,435,MKE,ATL,4,890,121,1
516861,516862,DL,2706,SFO,MSP,4,915,216,1
487917,487918,OO,4868,SFO,LAX,3,375,90,1
18246,18247,AA,301,LGA,ORD,4,370,160,0
290260,290261,MQ,4557,CMH,LGA,5,1030,109,1
231199,231200,EV,7082,BOS,IAD,2,744,103,0
157485,157486,UA,528,MSP,ORD,5,416,84,0
47534,47535,MQ,3045,DEN,LAX,5,950,150,0
471205,471206,CO,734,PHX,EWR,2,465,275,0
158069,158070,UA,58,ROC,ORD,5,444,121,0
356165,356166,US,586,PHX,LAS,2,795,71,0
106686,106687,MQ,4216,ORD,OKC,2,520,135,0
204151,204152,MQ,2836,LIT,DFW,7,1205,75,0
148647,148648,CO,172,HNL,LAX,4,890,335,0
508043,508044,US,1267,PHL,DFW,4,455,235,0
160566,160567,DL,1376,LGA,BOS,5,570,74,0
491656,491657,HA,19,SMF,HNL,3,565,340,0
138232,138233,EV,5374,CAK,ATL,4,360,109,0
237859,237860,EV,7127,HSV,IAD,2,1106,105,1
522845,522846,OH,6499,CVG,DEN,4,1240,196,1
456791,456792,US,304,PHX,CLT,1,675,234,1
299139,299140,WN,2446,BUR,SMF,6,550,80,1
476667,476668,9E,3887,DTW,IND,2,745,77,1
199376,199377,DL,2762,PNS,ATL,7,955,79,1
434487,434488,MQ,3799,ABQ,ORD,7,475,160,1
313426,313427,FL,671,MKE,MCO,7,470,177,0
509644,509645,WN,746,DEN,BOI,4,535,125,1
269581,269582,DL,2241,SLC,LAX,4,910,115,1
4902,4903,DL,1100,SLC,PHL,3,595,261,1
444975,444976,OH,6547,GRR,DCA,7,1030,99,0
9386,9387,EV,5279,DTW,JAN,3,834,136,0
195273,195274,YV,2895,DRO,PHX,7,730,109,0
462669,462670,FL,447,MSY,ATL,1,985,81,0
119261,119262,OO,7020,DEN,COS,2,1215,35,0
56458,56459,FL,1625,PHL,MCO,6,500,169,0
462118,462119,WN,110,BDL,MCO,1,955,185,1
25713,25714,AS,459,LAX,SEA,4,750,157,1
181246,181247,XE,5932,XNA,ORD,6,754,106,1
433482,433483,OH,6441,CHS,DTW,7,420,143,0
157342,157343,WN,1268,BOS,BWI,5,405,110,1
472098,472099,US,1811,BOS,PHL,2,510,98,0
115232,115233,OO,6335,SAN,LAX,2,987,41,0
27135,27136,OO,6529,ORD,MSN,4,825,47,0
536810,536811,DL,1296,EYW,ATL,5,1055,124,0
249836,249837,WN,1109,MCO,LAS,3,815,325,0
69700,69701,DL,110,ATL,LAX,7,450,302,1
488063,488064,AA,608,SAN,DFW,3,385,185,0
53347,53348,WN,1842,LAX,SFO,5,1300,75,1
237746,237747,MQ,4580,CLT,LGA,2,1100,125,1
311016,311017,AA,417,DFW,AUS,6,1350,55,1
464430,464431,WN,759,ELP,PHX,1,1070,75,0
333394,333395,WN,205,MDW,RDU,1,565,110,1
354544,354545,WN,1815,MCO,AUS,2,710,175,1
110872,110873,WN,3588,IND,LAS,2,745,255,0
456473,456474,MQ,2948,DFW,LCH,1,660,70,0
218267,218268,XE,2077,EWR,SAV,1,990,141,0
274790,274791,DL,2887,ATL,ABQ,4,1182,225,1
127170,127171,DL,1809,MSP,DEN,3,695,127,0
536070,536071,AA,145,BOS,LAX,5,1010,395,1
55204,55205,B6,26,FLL,JFK,6,425,160,0
338009,338010,DL,182,SEA,JFK,1,805,325,0
216636,216637,DL,1569,ATL,MCO,1,905,90,1
6317,6318,OO,4632,SLC,MSO,3,669,91,0
449220,449221,WN,112,SJC,PHX,7,1280,105,1
201656,201657,DL,2008,DEN,MSP,7,1070,117,1
467053,467054,US,919,STL,PHX,1,1215,207,0
137286,137287,CO,1479,IAH,SAT,3,1275,59,0
228267,228268,WN,998,OAK,MDW,2,585,245,1
195551,195552,OO,3067,STL,MKE,7,745,77,1
335232,335233,OH,6744,CMH,DCA,1,660,77,0
171278,171279,DL,1133,ATL,CVG,5,1130,90,1
211790,211791,AA,1558,DFW,TUL,1,655,60,1
360322,360323,OO,6667,SFO,MCI,2,1016,199,1
385165,385166,WN,157,OAK,ONT,4,390,70,1
281199,281200,AS,742,SEA,ATL,5,560,285,0
207972,207973,HA,123,HNL,LIH,1,456,36,0
34214,34215,US,2049,BOS,DCA,4,1200,91,0
339261,339262,WN,2620,PDX,SJC,1,870,105,1
355936,355937,UA,682,ORD,LGA,2,785,132,0
99088,99089,YV,2671,CLT,MEM,1,1052,110,0
421839,421840,HA,168,HNL,KOA,6,625,43,0
182448,182449,YV,7244,ORD,PWM,6,827,127,0
457222,457223,WN,3429,PHX,BOS,1,695,295,1
437217,437218,WN,1786,SJC,SNA,7,615,75,1
441961,441962,YV,2827,MEM,PHX,7,870,214,1
538763,538764,AA,485,ORD,TUL,5,1235,115,0
132036,132037,US,2178,DCA,LGA,3,960,76,1
438518,438519,YV,7257,SAV,ORD,7,686,147,1
529952,529953,MQ,4290,BNA,ORD,5,660,95,1
39337,39338,WN,1002,AUS,HRL,5,520,60,1
73931,73932,WN,2065,MDW,BUF,7,680,85,1
55075,55076,DL,2533,BOS,MCO,6,420,205,0
330943,330944,WN,815,MCI,STL,1,440,65,0
76069,76070,B6,505,EWR,FLL,7,795,176,1
532582,532583,DL,1482,JAC,SLC,5,800,60,1
454318,454319,DL,1606,LAX,DTW,1,545,265,0
488143,488144,9E,4338,RIC,JFK,3,390,95,1
439966,439967,AA,1277,BWI,DFW,7,765,215,1
480303,480304,XE,2809,IAH,CRP,2,935,59,1
270673,270674,AA,1662,LAS,ORD,4,970,210,0
452372,452373,B6,1421,PDX,LGB,1,450,135,0
387267,387268,AA,1205,PHL,DFW,4,500,240,0
319563,319564,DL,1790,SAT,ATL,7,797,131,1
68990,68991,WN,1622,DTW,DEN,7,400,200,0
394915,394916,CO,391,MIA,IAH,4,895,183,0
176532,176533,MQ,3815,ORD,DEN,6,485,160,1
167846,167847,FL,964,ATL,ACY,5,950,112,1
446472,446473,WN,333,MCO,MDW,7,1105,175,1
30418,30419,DL,1025,SAV,ATL,4,1000,76,0
327628,327629,WN,2903,BWI,BUF,7,1235,65,1
474203,474204,CO,671,CLE,MCO,2,619,147,1
180769,180770,MQ,2924,BTR,DFW,6,725,90,0
51462,51463,EV,5353,ATL,JAN,5,1154,90,0
305108,305109,WN,1702,LAS,SEA,6,890,165,1
28556,28557,FL,289,ATL,HOU,4,900,139,0
389713,389714,WN,724,DEN,MSY,4,620,155,1
413650,413651,MQ,3701,DCA,ORD,5,945,125,0
352005,352006,AA,1124,MIA,LGA,2,585,165,0
162741,162742,US,1792,CLT,MEM,5,680,108,0
358574,358575,OO,6226,ORD,MKE,2,921,42,1
414889,414890,FL,164,SJU,ATL,5,1030,240,1
40016,40017,WN,3512,DEN,STL,5,555,120,1
212186,212187,OO,4745,SLC,ONT,1,672,107,1
219069,219070,EV,5379,ATL,LIT,1,1035,102,1
277453,277454,OO,6320,LAX,SAN,5,372,48,0
33422,33423,WN,3403,STL,DAL,4,1155,105,1
261036,261037,MQ,4285,ORD,CLT,4,470,115,1
242942,242943,CO,87,CLE,EWR,3,450,84,0
33844,33845,DL,2006,PBI,BDL,4,1180,170,0
57558,57559,XE,2370,EWR,MSP,6,560,197,0
113193,113194,WN,636,SNA,OAK,2,875,85,0
275887,275888,AS,153,OME,ANC,4,1267,88,1
73463,73464,DL,2169,ATL,MCO,7,660,94,1
328769,328770,AA,2400,LAX,DFW,1,20,165,0
389994,389995,WN,1323,OAK,BUR,4,635,65,0
218645,218646,AA,456,DFW,TPA,1,1015,135,1
78197,78198,XE,3001,EWR,GSP,7,905,118,0
26924,26925,DL,1745,DTW,MSP,4,815,113,0
360050,360051,WN,2968,SLC,PHX,2,1000,95,0
335277,335278,UA,546,PHX,SFO,1,661,137,1
396883,396884,WN,1814,MSY,MCO,4,995,100,1
251774,251775,UA,118,LAX,SFO,3,920,83,1
461484,461485,MQ,3246,DFW,GRK,1,920,50,1
38680,38681,WN,2113,PHL,BOS,5,490,90,0
123423,123424,WN,3768,ONT,OAK,3,495,75,0
368875,368876,DL,1857,SLC,SEA,3,506,134,0
45427,45428,B6,248,LGB,OAK,5,837,76,1
366931,366932,MQ,3931,OMA,ORD,3,410,100,0
204964,204965,9E,4220,DTW,ELM,7,1290,85,1
333330,333331,XE,3065,EWR,CHS,1,560,145,1
325909,325910,XE,2050,IAH,RIC,7,1135,155,1
325018,325019,CO,1509,EWR,CLE,7,1085,104,0
303000,303001,FL,1742,PIT,MCO,6,769,140,1
166251,166252,OO,6473,IPL,LAX,5,865,65,1
296527,296528,AA,505,JFK,SJU,6,415,245,1
321855,321856,EV,5376,ATL,SYR,7,920,132,1
319905,319906,WN,903,HOU,OKC,7,815,80,1
282701,282702,WN,580,STL,MCI,5,635,65,1
434286,434287,EV,5314,PHF,ATL,7,464,130,1
172944,172945,DL,2448,CVG,RSW,5,1225,137,1
105435,105436,MQ,2825,DFW,TUL,2,455,60,0
298158,298159,WN,148,HOU,HRL,6,500,60,1
19229,19230,EV,7307,BOS,DTW,4,420,150,0
496767,496768,MQ,3458,MTJ,DFW,3,830,110,1
401877,401878,OO,6725,DEN,PSC,4,1292,146,0
118217,118218,F9,834,DEN,DTW,2,1150,162,1
172082,172083,HA,556,HNL,OGG,5,1170,37,1
245279,245280,WN,1921,BHM,BNA,3,570,50,0
445885,445886,UA,969,SJU,IAD,7,1075,240,0
358204,358205,UA,686,ORD,LGA,2,903,126,0
46981,46982,9E,3947,PIT,DTW,5,920,85,0
50552,50553,DL,1064,IND,ATL,5,1105,100,1
397230,397231,WN,3590,LAS,BNA,4,1015,210,1
507903,507904,DL,1800,JAX,ATL,4,450,90,0
93781,93782,MQ,4277,CVG,JFK,1,775,120,0
71079,71080,US,86,PHX,PDX,7,525,172,0
371485,371486,AA,1448,ORD,DCA,3,640,105,1
300562,300563,OO,6896,SLC,ORD,6,630,188,1
299611,299612,OO,4540,SLC,MSO,6,580,103,1
531131,531132,DL,2863,JFK,LAX,5,720,380,1
515238,515239,AA,560,RNO,ORD,4,830,235,1
452322,452323,US,1926,MCO,DCA,1,445,122,1
29423,29424,F9,100,DEN,MSP,4,947,113,1
50311,50312,UA,108,ORD,LAS,5,1090,247,0
10185,10186,OO,6977,MSY,ORD,3,878,149,0
506990,506991,UA,8,SNA,SFO,4,405,106,1
164916,164917,B6,461,BOS,RSW,5,795,212,0
144682,144683,WN,2379,ONT,SMF,4,680,80,1
341988,341989,MQ,3228,AEX,DFW,1,1015,75,0
275866,275867,FL,869,ATL,MSP,4,1265,157,1
418501,418502,B6,240,LGB,OAK,6,415,78,1
275587,275588,FL,327,ATL,SFO,4,1240,334,1
2626,2627,AA,1099,IND,DFW,3,475,150,0
313693,313694,B6,1,JFK,FLL,7,485,187,1
412410,412411,EV,5234,FNT,ATL,5,872,143,1
234659,234660,9E,3981,MSP,DSM,2,935,72,0
518863,518864,MQ,4357,ORD,GRB,4,1020,60,0
138886,138887,WN,550,PHX,SJC,4,385,125,0
272063,272064,EV,5601,DHN,ATL,4,1040,74,1
247410,247411,OH,6260,MSP,CVG,3,685,116,0
353133,353134,MQ,3253,DFW,CLL,2,640,55,0
470320,470321,US,1822,DFW,CLT,2,420,147,1
133972,133973,US,1238,DFW,CLT,3,1059,141,0
231809,231810,MQ,3823,MSP,ORD,2,780,95,1
173103,173104,UA,726,DEN,MSP,5,1236,121,0
77120,77121,US,1083,DCA,JAX,7,850,123,0
243636,243637,B6,1,JFK,FLL,3,485,187,1
342923,342924,OO,6708,SFO,OTH,1,1057,115,1
356622,356623,WN,3074,MHT,MCO,2,820,205,1
476628,476629,UA,778,IAD,MCO,2,740,142,0
260987,260988,WN,3421,ORF,BWI,4,465,55,0
47800,47801,AA,1990,MIA,MCO,5,965,60,1
51933,51934,9E,4210,MEM,STL,5,1180,75,0
505609,505610,EV,5328,ICT,ATL,4,327,137,0
1179,1180,WN,12,MCO,HOU,3,395,160,0
507895,507896,DL,1372,LGA,BOS,4,450,70,0
360318,360319,DL,1264,SLC,IAD,2,1016,242,1
326213,326214,DL,1193,CLT,DTW,7,1150,113,1
372868,372869,XE,2041,IAH,MKE,3,707,145,1
357138,357139,OO,6402,BUR,SFO,2,848,76,1
148625,148626,OO,6487,TUS,LAX,4,888,91,1
224018,224019,XE,2614,CMH,EWR,2,360,97,0
211530,211531,YV,7258,MEM,ORD,1,636,107,1
405846,405847,EV,5310,ATL,AUS,5,515,164,1
230730,230731,AS,503,SNA,SEA,2,720,173,0
394382,394383,US,1182,CLT,LGA,4,866,107,1
407025,407026,OO,6455,LAX,YUM,5,577,70,1
110975,110976,EV,5108,FAY,ATL,2,751,97,0
8304,8305,UA,116,LAX,ORD,3,776,242,0
372596,372597,MQ,3078,MRY,LAX,3,695,65,1
461517,461518,WN,938,CMH,LAS,1,920,285,1
307172,307173,B6,95,JFK,OAK,6,1015,400,0
215765,215766,MQ,4376,RDU,JFK,1,860,99,0
277266,277267,YV,7240,ORF,ORD,5,360,143,0
383735,383736,DL,2856,SAN,JFK,3,1350,315,1
59522,59523,MQ,3978,CID,ORD,6,675,70,0
226708,226709,DL,2112,ATL,ORD,2,505,134,1
511184,511185,FL,1200,MDW,RSW,4,617,165,1
200211,200212,US,371,EWR,PHX,7,995,332,1
125727,125728,OO,7048,DEN,ICT,3,616,80,0
377631,377632,MQ,4249,BDL,ORD,3,960,165,1
301508,301509,AA,1574,LAS,DFW,6,685,155,1
518862,518863,MQ,4329,JFK,CVG,4,1020,145,0
79547,79548,WN,525,DAL,MCI,7,980,85,0
399852,399853,EV,5152,ATL,AGS,4,1150,58,0
403864,403865,B6,240,LGB,OAK,5,415,78,0
186145,186146,WN,2040,ABQ,OAK,6,1070,155,1
483166,483167,YV,2619,CLT,BNA,2,1080,91,1
363636,363637,US,930,CLT,ORF,2,1186,64,0
238852,238853,CO,1441,IAH,AUS,2,1165,60,1
535147,535148,FL,1178,GRR,RSW,5,949,170,0
497674,497675,OH,6765,LGA,MSN,3,880,171,1
258964,258965,AA,1002,DEN,DFW,4,365,125,0
344361,344362,9E,4264,BUF,MSP,1,1140,157,0
360705,360706,DL,1537,ATL,MDW,2,1035,117,1
341332,341333,OO,6662,SFO,MRY,1,980,43,0
477509,477510,DL,315,ATL,MCI,2,790,137,1
348610,348611,AS,236,PDX,SAN,2,415,145,0
75741,75742,EV,7301,ATL,GPT,7,777,81,0
420686,420687,AA,1600,DFW,DCA,6,555,164,0
340560,340561,AA,1918,TPA,ORD,1,940,170,1
132475,132476,AA,1298,DFW,BWI,3,985,170,1
266729,266730,FL,632,DAY,BWI,4,760,81,0
254256,254257,US,627,PIT,PHX,3,1050,281,0
247710,247711,US,432,PHX,OGG,3,700,396,1
511178,511179,OO,6606,DEN,MLI,4,616,116,0
109613,109614,MQ,3739,ORD,EWR,2,680,130,1
470474,470475,WN,2819,SLC,LAX,2,425,125,0
355605,355606,XE,2676,OMA,IAH,2,768,134,0
54038,54039,DL,1504,MCI,DTW,6,360,118,0
254954,254955,WN,3339,SLC,LAX,3,1085,115,1
86495,86496,XE,2086,LIT,EWR,1,400,165,0
175901,175902,DL,2190,PNS,ATL,6,450,79,0
488652,488653,OO,6255,SFO,BUR,3,416,69,0
328517,328518,FL,318,ATL,CLT,7,1340,70,0
431705,431706,US,877,CLT,BWI,6,1335,79,0
137598,137599,DL,1711,ATL,DFW,3,1311,152,0
25919,25920,WN,2102,PHX,PVD,4,760,290,1
70674,70675,EV,7123,IAD,CVG,7,506,100,0
62373,62374,WN,2303,MCO,FLL,6,840,55,1
534487,534488,UA,557,DEN,JAC,5,908,84,0
164453,164454,DL,2440,TPA,DCA,5,770,124,0
508315,508316,WN,3398,BWI,TPA,4,470,155,1
219460,219461,XE,2737,GSP,EWR,1,1052,117,1
472837,472838,DL,2721,CVG,RSW,2,545,155,0
350256,350257,DL,2510,DFW,ATL,2,495,129,0
12449,12450,FL,297,ATL,HOU,3,997,139,0
482158,482159,AA,1262,SNA,ORD,2,1035,225,0
63508,63509,AA,644,DFW,CLT,6,915,140,0
125832,125833,DL,101,LAX,ATL,3,622,252,0
116878,116879,CO,1687,MCO,IAH,2,1075,152,1
22614,22615,OO,4855,SLC,BIL,4,591,84,0
417540,417541,DL,2055,SLC,ATL,6,50,213,0
290788,290789,US,1704,DFW,CLT,5,1055,143,1
353780,353781,CO,1031,TPA,CLE,2,675,148,0
319250,319251,WN,993,SNA,PHX,7,780,70,1
482497,482498,DL,2618,MCO,ATL,2,1050,102,0
217165,217166,9E,3981,MSP,DSM,1,935,72,1
481320,481321,MQ,4435,RDU,DCA,2,990,60,0
124046,124047,MQ,4094,ORD,SYR,3,525,110,0
520063,520064,OO,6935,ORD,COS,4,1079,153,1
95915,95916,OH,6518,FWA,CVG,1,886,54,0
519110,519111,OO,4520,SLC,FCA,4,1031,124,0
160982,160983,WN,1577,PHX,BUR,5,590,90,0
374905,374906,WN,3240,LAS,DEN,3,815,110,1
309942,309943,DL,1819,DTW,LAX,6,1195,314,1
488953,488954,MQ,4066,ORD,DSM,3,425,80,0
269362,269363,AA,22,LAX,JFK,4,900,315,0
300453,300454,OH,6645,ATW,DTW,6,625,91,1
244854,244855,UA,755,MCO,IAD,3,545,132,0
214206,214207,AS,373,SMF,SEA,1,780,110,1
121195,121196,9E,3934,TUL,MEM,3,380,83,0
412079,412080,AA,1074,DFW,ATL,5,855,125,1
475690,475691,CO,496,LAS,IAH,2,695,180,1
475684,475685,AA,492,BUR,DFW,2,695,180,0
525067,525068,XE,2510,ABQ,IAH,5,390,126,0
384982,384983,9E,4238,RST,DTW,4,385,104,0
319503,319504,B6,83,JFK,SEA,7,795,374,0
248409,248410,YV,7247,IAD,ATL,3,737,116,0
112326,112327,OO,4558,SLC,TUL,2,826,142,0
135041,135042,XE,5942,CAK,ORD,3,1119,97,1
508702,508703,9E,4153,MBS,DTW,4,491,57,0
110457,110458,AA,874,LAX,ORD,2,725,245,0
184357,184358,AA,349,FLL,DFW,6,950,195,0
467098,467099,DL,2558,ATL,SRQ,1,1220,93,0
484019,484020,AS,585,SNA,PDX,2,1135,150,1
132865,132866,XE,2105,GRR,CLE,3,1003,57,1
71022,71023,AS,18,SEA,MCO,7,525,322,0
257592,257593,B6,164,TPA,JFK,3,1260,152,0
298251,298252,WN,1543,BNA,HOU,6,505,130,0
220117,220118,WN,1491,RNO,PDX,1,1085,90,1
202928,202929,DL,2716,CVG,LGA,7,1140,120,1
327171,327172,WN,947,SFO,PHX,7,1200,110,1
29575,29576,AA,1306,SAN,DFW,4,960,170,0
129899,129900,WN,198,TPA,MKE,3,840,165,0
72575,72576,FL,517,ATL,CMH,7,610,96,0
380520,380521,FL,958,FLL,BWI,3,1107,148,1
313283,313284,WN,475,MSP,STL,7,460,105,0
407649,407650,MQ,4656,BNA,LGA,5,610,120,0
210503,210504,YV,2766,BUR,PHX,1,585,88,0
278686,278687,WN,509,MDW,MSP,5,430,90,1
270288,270289,XE,3026,IAH,MCI,4,947,118,0
233755,233756,US,1057,BDL,CLT,2,885,136,0
429992,429993,B6,1208,RSW,HPN,6,1130,160,0
374093,374094,MQ,4277,CVG,JFK,3,775,120,1
241750,241751,XE,2927,DCA,CLE,3,385,72,0
290682,290683,UA,937,IAD,DEN,5,1050,239,1
135633,135634,F9,834,DEN,DTW,3,1150,162,0
77416,77417,OO,6411,SBP,LAX,7,869,61,0
178348,178349,MQ,3338,DFW,AEX,6,590,65,0
399393,399394,AA,408,ORD,PHL,4,1130,115,0
115008,115009,MQ,2975,DFW,ABI,2,975,50,0
38905,38906,WN,857,MKE,BWI,5,500,120,0
354980,354981,B6,594,MCO,HPN,2,734,155,1
325040,325041,UA,798,LAX,SFO,7,1085,84,1
398765,398766,B6,985,JFK,FLL,4,1090,193,1
83018,83019,WN,39,ECP,MCO,7,1160,65,0
491413,491414,CO,735,CLE,LAX,3,550,306,1
3374,3375,US,455,PHX,SLC,3,510,97,0
106672,106673,EV,5276,CHA,ATL,2,520,60,0
32353,32354,AA,1805,XNA,DFW,4,1100,85,1
57623,57624,WN,1444,BWI,CLE,6,565,75,1
237844,237845,WN,3239,MCI,TPA,2,1105,155,1
451732,451733,DL,2452,MSY,LGA,1,420,174,0
286599,286600,XE,3116,EWR,IND,5,838,131,0
50731,50732,AA,2513,DFW,DEN,5,1115,125,0
271115,271116,US,1735,CLT,MCO,4,990,103,1
213105,213106,AA,2547,JFK,MCO,1,720,180,0
464004,464005,OO,4524,MSO,SLC,1,1050,83,1
132440,132441,WN,774,PHL,PIT,3,980,70,0
417579,417580,US,1521,BWI,CLT,6,325,83,1
476080,476081,CO,1605,IAH,LAX,2,715,225,1
115709,115710,AA,1546,SNA,DFW,2,1015,165,0
419777,419778,FL,1270,DAY,MCO,6,500,146,0
319371,319372,UA,728,ORD,BOS,7,787,136,1
438844,438845,FL,563,BMI,ATL,7,704,101,0
243824,243825,US,1021,LGA,CLT,3,495,127,0
195893,195894,US,490,ONT,PHX,7,765,70,0
382260,382261,US,915,BWI,CLT,3,1200,89,1
465556,465557,UA,499,MCO,IAD,1,1135,130,1
448114,448115,US,1793,CLT,LAS,7,1195,288,1
328854,328855,EV,5538,OMA,ATL,1,322,153,0
500245,500246,WN,1378,STL,MCO,3,1015,135,1
400867,400868,9E,3799,DTW,TRI,4,1205,96,0
115754,115755,WN,958,TUL,DAL,2,1015,60,0
411655,411656,UA,545,DEN,EWR,5,827,224,0
458942,458943,OO,6911,ORD,MSN,1,786,47,1
319668,319669,DL,2476,IND,DTW,7,805,75,1
164281,164282,AA,1362,ORD,JFK,5,760,130,0
469650,469651,AA,851,TUL,ORD,2,390,120,0
419834,419835,AA,1208,TPA,ORD,6,505,170,0
65316,65317,WN,2380,MHT,MDW,6,1035,165,0
276956,276957,DL,1106,SEA,SLC,5,360,120,1
389483,389484,WN,1691,ISP,FLL,4,610,185,1
391984,391985,DL,64,LAS,ATL,4,736,232,1
68827,68828,FL,806,BOS,BWI,7,390,90,1
48784,48785,WN,1138,SDF,LAS,5,1015,270,0
501573,501574,AA,1195,RIC,DFW,3,1080,210,1
263110,263111,MQ,2766,ABI,DFW,4,575,50,0
479438,479439,CO,746,IAH,ORD,2,893,163,1
431333,431334,YV,2831,PHX,TUS,6,1260,46,0
24407,24408,OO,6377,DEN,CPR,4,684,60,0
95272,95273,B6,745,MCO,SJU,1,855,159,1
294112,294113,WN,2561,BWI,ISP,5,1245,65,1
160964,160965,US,1023,PHL,TPA,5,590,174,0
175515,175516,AA,518,MIA,JFK,6,425,165,1
319568,319569,FL,227,MKE,LGA,7,798,121,0
53039,53040,UA,460,SFO,LAS,5,1264,94,0
444986,444987,WN,2408,OAK,MDW,7,1030,245,1
178147,178148,HA,341,ITO,HNL,6,577,49,0
407330,407331,US,1910,CLT,LGA,5,595,115,0
311916,311917,EV,7135,GSO,IAD,7,375,70,1
485406,485407,CO,777,RSW,EWR,2,1205,171,1
434271,434272,WN,1625,SDF,BHM,7,460,70,1
210655,210656,US,1839,PHL,MSP,1,595,183,0
192318,192319,DL,1574,MCO,MSP,7,580,207,0
410639,410640,EV,5461,TUL,ATL,5,770,109,1
201817,201818,DL,2370,LGA,PBI,7,1079,190,1
507180,507181,AS,515,SNA,SEA,4,420,175,0
177250,177251,AA,1669,DFW,SNA,6,525,195,0
368167,368168,DL,1904,FLL,DTW,3,470,185,0
